store_id,segment,month,status,store_name,gmv
MI_00002,Mid Market,2023-05-01,churn,Comercial5 Total2,0.0
MI_00002,Mid Market,2023-06-01,churn,Comercial5 Total2,0.0
MI_00002,Mid Market,2023-07-01,churn,Comercial5 Total2,0.0
MI_00002,Mid Market,2023-08-01,churn,Comercial5 Total2,0.0
MI_00002,Mid Market,2023-09-01,churn,Comercial5 Total2,0.0
MI_00002,Mid Market,2023-10-01,churn,Comercial5 Total2,0.0
MI_00002,Mid Market,2023-11-01,churn,Comercial5 Total2,0.0
MI_00002,Mid Market,2023-12-01,churn,Comercial5 Total2,0.0
MI_00002,Mid Market,2024-01-01,churn,Comercial5 Total2,0.0
MI_00002,Mid Market,2024-02-01,churn,Comercial5 Total2,0.0
MI_00002,Mid Market,2024-03-01,churn,Comercial5 Total2,0.0
MI_00002,Mid Market,2024-04-01,churn,Comercial5 Total2,0.0
MI_00002,Mid Market,2024-05-01,churn,Comercial5 Total2,0.0
MI_00002,Mid Market,2024-06-01,churn,Comercial5 Total2,0.0
MI_00002,Mid Market,2024-07-01,churn,Comercial5 Total2,0.0
MI_00002,Mid Market,2024-08-01,churn,Comercial5 Total2,0.0
MI_00002,Mid Market,2024-09-01,churn,Comercial5 Total2,0.0
MI_00002,Mid Market,2024-10-01,churn,Comercial5 Total2,0.0
MI_00002,Mid Market,2024-11-01,churn,Comercial5 Total2,0.0
MI_00002,Mid Market,2024-12-01,ativo,Comercial5 Total2,24608.294513675413
MI_00003,Mid Market,2023-01-01,churn,Boutique1 Total4,0.0
MI_00003,Mid Market,2023-02-01,churn,Boutique1 Total4,0.0
MI_00003,Mid Market,2023-03-01,churn,Boutique1 Total4,0.0
MI_00003,Mid Market,2023-04-01,churn,Boutique1 Total4,0.0
MI_00003,Mid Market,2023-05-01,churn,Boutique1 Total4,0.0
MI_00003,Mid Market,2023-06-01,churn,Boutique1 Total4,0.0
MI_00003,Mid Market,2023-07-01,churn,Boutique1 Total4,0.0
MI_00003,Mid Market,2023-08-01,churn,Boutique1 Total4,0.0
MI_00003,Mid Market,2023-09-01,churn,Boutique1 Total4,0.0
MI_00003,Mid Market,2023-10-01,churn,Boutique1 Total4,0.0
MI_00003,Mid Market,2023-11-01,churn,Boutique1 Total4,0.0
MI_00003,Mid Market,2023-12-01,churn,Boutique1 Total4,0.0
MI_00003,Mid Market,2024-01-01,churn,Boutique1 Total4,0.0
MI_00003,Mid Market,2024-02-01,churn,Boutique1 Total4,0.0
MI_00003,Mid Market,2024-03-01,churn,Boutique1 Total4,0.0
MI_00003,Mid Market,2024-04-01,churn,Boutique1 Total4,0.0
MI_00003,Mid Market,2024-05-01,churn,Boutique1 Total4,0.0
MI_00003,Mid Market,2024-06-01,churn,Boutique1 Total4,0.0
MI_00003,Mid Market,2024-07-01,churn,Boutique1 Total4,0.0
MI_00003,Mid Market,2024-08-01,churn,Boutique1 Total4,0.0
MI_00003,Mid Market,2024-09-01,ativo,Boutique1 Total4,28488.89569076527
MI_00003,Mid Market,2024-10-01,ativo,Boutique1 Total4,22248.904398098737
MI_00003,Mid Market,2024-11-01,ativo,Boutique1 Total4,29645.85826476317
MI_00003,Mid Market,2024-12-01,ativo,Boutique1 Total4,36960.26110676554
MI_00004,Mid Market,2023-01-01,churn,Empório3 Shop2,0.0
MI_00004,Mid Market,2023-02-01,churn,Empório3 Shop2,0.0
MI_00004,Mid Market,2023-03-01,churn,Empório3 Shop2,0.0
MI_00004,Mid Market,2023-04-01,churn,Empório3 Shop2,0.0
MI_00004,Mid Market,2023-05-01,churn,Empório3 Shop2,0.0
MI_00004,Mid Market,2023-06-01,churn,Empório3 Shop2,0.0
MI_00004,Mid Market,2023-07-01,churn,Empório3 Shop2,0.0
MI_00004,Mid Market,2023-08-01,churn,Empório3 Shop2,0.0
MI_00004,Mid Market,2023-09-01,churn,Empório3 Shop2,0.0
MI_00004,Mid Market,2023-10-01,churn,Empório3 Shop2,0.0
MI_00004,Mid Market,2023-11-01,churn,Empório3 Shop2,0.0
MI_00004,Mid Market,2023-12-01,churn,Empório3 Shop2,0.0
MI_00004,Mid Market,2024-01-01,churn,Empório3 Shop2,0.0
MI_00004,Mid Market,2024-02-01,churn,Empório3 Shop2,0.0
MI_00004,Mid Market,2024-03-01,churn,Empório3 Shop2,0.0
MI_00004,Mid Market,2024-04-01,churn,Empório3 Shop2,0.0
MI_00004,Mid Market,2024-05-01,churn,Empório3 Shop2,0.0
MI_00004,Mid Market,2024-06-01,churn,Empório3 Shop2,0.0
MI_00004,Mid Market,2024-07-01,ativo,Empório3 Shop2,26215.049919802437
MI_00004,Mid Market,2024-08-01,ativo,Empório3 Shop2,21746.682786384623
MI_00004,Mid Market,2024-09-01,ativo,Empório3 Shop2,21965.88743492971
MI_00004,Mid Market,2024-10-01,ativo,Empório3 Shop2,27498.93759053049
MI_00004,Mid Market,2024-11-01,ativo,Empório3 Shop2,24539.49906076026
MI_00004,Mid Market,2024-12-01,ativo,Empório3 Shop2,22850.281444922788
MI_00005,Mid Market,2023-01-01,churn,Super1 Express4,0.0
MI_00005,Mid Market,2023-02-01,churn,Super1 Express4,0.0
MI_00005,Mid Market,2023-03-01,churn,Super1 Express4,0.0
MI_00005,Mid Market,2023-04-01,churn,Super1 Express4,0.0
MI_00005,Mid Market,2023-05-01,churn,Super1 Express4,0.0
MI_00005,Mid Market,2023-06-01,churn,Super1 Express4,0.0
MI_00005,Mid Market,2023-07-01,churn,Super1 Express4,0.0
MI_00005,Mid Market,2023-08-01,churn,Super1 Express4,0.0
MI_00005,Mid Market,2023-09-01,ativo,Super1 Express4,26485.985902893375
MI_00005,Mid Market,2023-10-01,ativo,Super1 Express4,23417.122932283473
MI_00005,Mid Market,2023-11-01,ativo,Super1 Express4,21782.110267493186
MI_00005,Mid Market,2023-12-01,ativo,Super1 Express4,29740.16118085639
MI_00005,Mid Market,2024-01-01,ativo,Super1 Express4,20377.404280789237
MI_00005,Mid Market,2024-02-01,ativo,Super1 Express4,31499.82845833996
MI_00005,Mid Market,2024-03-01,ativo,Super1 Express4,23660.435444052426
MI_00005,Mid Market,2024-04-01,ativo,Super1 Express4,31672.309567571647
MI_00005,Mid Market,2024-05-01,ativo,Super1 Express4,28344.012682984045
MI_00005,Mid Market,2024-06-01,ativo,Super1 Express4,31865.774709502977
MI_00005,Mid Market,2024-07-01,ativo,Super1 Express4,34560.1831403195
MI_00005,Mid Market,2024-08-01,ativo,Super1 Express4,25270.94640396054
MI_00005,Mid Market,2024-09-01,ativo,Super1 Express4,35311.94392106546
MI_00005,Mid Market,2024-10-01,ativo,Super1 Express4,27520.714556187428
MI_00005,Mid Market,2024-11-01,ativo,Super1 Express4,27872.78467871972
MI_00005,Mid Market,2024-12-01,ativo,Super1 Express4,27605.806563817583
MI_00006,Mid Market,2023-01-01,churn,Loja Store,0.0
MI_00006,Mid Market,2023-02-01,churn,Loja Store,0.0
MI_00006,Mid Market,2023-03-01,churn,Loja Store,0.0
MI_00006,Mid Market,2023-04-01,churn,Loja Store,0.0
MI_00006,Mid Market,2023-05-01,churn,Loja Store,0.0
MI_00006,Mid Market,2023-06-01,churn,Loja Store,0.0
MI_00006,Mid Market,2023-07-01,churn,Loja Store,0.0
MI_00006,Mid Market,2023-08-01,churn,Loja Store,0.0
MI_00006,Mid Market,2023-09-01,ativo,Loja Store,23964.35017321078
MI_00006,Mid Market,2023-10-01,ativo,Loja Store,19777.82116843843
MI_00006,Mid Market,2023-11-01,ativo,Loja Store,25001.705039141005
MI_00006,Mid Market,2023-12-01,ativo,Loja Store,25299.385718993526
MI_00006,Mid Market,2024-01-01,ativo,Loja Store,28519.63155023532
MI_00006,Mid Market,2024-02-01,ativo,Loja Store,29931.597337895117
MI_00006,Mid Market,2024-03-01,ativo,Loja Store,25310.10456929249
MI_00006,Mid Market,2024-04-01,ativo,Loja Store,23900.50613270459
MI_00006,Mid Market,2024-05-01,ativo,Loja Store,23712.774702969535
MI_00006,Mid Market,2024-06-01,ativo,Loja Store,23208.978633131937
MI_00006,Mid Market,2024-07-01,ativo,Loja Store,21671.618534942954
MI_00006,Mid Market,2024-08-01,ativo,Loja Store,26034.591005273123
MI_00006,Mid Market,2024-09-01,ativo,Loja Store,25399.206017528628
MI_00006,Mid Market,2024-10-01,ativo,Loja Store,35923.9054028368
MI_00006,Mid Market,2024-11-01,ativo,Loja Store,30418.304388044122
MI_00006,Mid Market,2024-12-01,ativo,Loja Store,27709.155585457615
MI_00007,Mid Market,2023-01-01,churn,Loja5 Shop2,0.0
MI_00007,Mid Market,2023-02-01,churn,Loja5 Shop2,0.0
MI_00007,Mid Market,2023-03-01,churn,Loja5 Shop2,0.0
MI_00007,Mid Market,2023-04-01,churn,Loja5 Shop2,0.0
MI_00007,Mid Market,2023-05-01,ativo,Loja5 Shop2,22613.778271670606
MI_00007,Mid Market,2023-06-01,ativo,Loja5 Shop2,18173.702558397927
MI_00007,Mid Market,2023-07-01,ativo,Loja5 Shop2,21976.146730111857
MI_00007,Mid Market,2023-08-01,ativo,Loja5 Shop2,24497.91718159052
MI_00007,Mid Market,2023-09-01,ativo,Loja5 Shop2,23347.931068867903
MI_00007,Mid Market,2023-10-01,ativo,Loja5 Shop2,22738.659573040833
MI_00007,Mid Market,2023-11-01,ativo,Loja5 Shop2,30359.893430083284
MI_00007,Mid Market,2023-12-01,ativo,Loja5 Shop2,29495.204661410615
MI_00007,Mid Market,2024-01-01,ativo,Loja5 Shop2,26773.379472445115
MI_00007,Mid Market,2024-02-01,ativo,Loja5 Shop2,26542.013980381453
MI_00007,Mid Market,2024-03-01,ativo,Loja5 Shop2,27660.788867277184
MI_00007,Mid Market,2024-04-01,ativo,Loja5 Shop2,22560.877951558356
MI_00007,Mid Market,2024-05-01,ativo,Loja5 Shop2,25543.1608874756
MI_00007,Mid Market,2024-06-01,ativo,Loja5 Shop2,21083.9022982884
MI_00007,Mid Market,2024-07-01,ativo,Loja5 Shop2,27485.857912860196
MI_00007,Mid Market,2024-08-01,ativo,Loja5 Shop2,28868.825642880023
MI_00007,Mid Market,2024-09-01,ativo,Loja5 Shop2,24789.452735393876
MI_00007,Mid Market,2024-10-01,ativo,Loja5 Shop2,35889.11581741075
MI_00007,Mid Market,2024-11-01,ativo,Loja5 Shop2,35618.0246834201
MI_00007,Mid Market,2024-12-01,ativo,Loja5 Shop2,33332.14853183859
MI_00008,Mid Market,2023-01-01,churn,Super4 Digital5,0.0
MI_00008,Mid Market,2023-02-01,churn,Super4 Digital5,0.0
MI_00008,Mid Market,2023-03-01,churn,Super4 Digital5,0.0
MI_00008,Mid Market,2023-04-01,churn,Super4 Digital5,0.0
MI_00008,Mid Market,2023-05-01,churn,Super4 Digital5,0.0
MI_00008,Mid Market,2023-06-01,churn,Super4 Digital5,0.0
MI_00008,Mid Market,2023-07-01,churn,Super4 Digital5,0.0
MI_00008,Mid Market,2023-08-01,churn,Super4 Digital5,0.0
MI_00008,Mid Market,2023-09-01,churn,Super4 Digital5,0.0
MI_00008,Mid Market,2023-10-01,churn,Super4 Digital5,0.0
MI_00008,Mid Market,2023-11-01,churn,Super4 Digital5,0.0
MI_00008,Mid Market,2023-12-01,churn,Super4 Digital5,0.0
MI_00008,Mid Market,2024-01-01,churn,Super4 Digital5,0.0
MI_00008,Mid Market,2024-02-01,churn,Super4 Digital5,0.0
MI_00008,Mid Market,2024-03-01,churn,Super4 Digital5,0.0
MI_00008,Mid Market,2024-04-01,churn,Super4 Digital5,0.0
MI_00008,Mid Market,2024-05-01,churn,Super4 Digital5,0.0
MI_00008,Mid Market,2024-06-01,churn,Super4 Digital5,0.0
MI_00008,Mid Market,2024-07-01,churn,Super4 Digital5,0.0
MI_00008,Mid Market,2024-08-01,churn,Super4 Digital5,0.0
MI_00008,Mid Market,2024-09-01,churn,Super4 Digital5,0.0
MI_00008,Mid Market,2024-10-01,churn,Super4 Digital5,0.0
MI_00008,Mid Market,2024-11-01,ativo,Super4 Digital5,30058.758860009704
MI_00008,Mid Market,2024-12-01,ativo,Super4 Digital5,35549.53739471527
MI_00009,Mid Market,2023-01-01,churn,Comercial4 Brasil3,0.0
MI_00009,Mid Market,2023-02-01,churn,Comercial4 Brasil3,0.0
MI_00009,Mid Market,2023-03-01,churn,Comercial4 Brasil3,0.0
MI_00009,Mid Market,2023-04-01,churn,Comercial4 Brasil3,0.0
MI_00009,Mid Market,2023-05-01,churn,Comercial4 Brasil3,0.0
MI_00009,Mid Market,2023-06-01,churn,Comercial4 Brasil3,0.0
MI_00009,Mid Market,2023-07-01,churn,Comercial4 Brasil3,0.0
MI_00009,Mid Market,2023-08-01,churn,Comercial4 Brasil3,0.0
MI_00009,Mid Market,2023-09-01,churn,Comercial4 Brasil3,0.0
MI_00009,Mid Market,2023-10-01,churn,Comercial4 Brasil3,0.0
MI_00009,Mid Market,2023-11-01,churn,Comercial4 Brasil3,0.0
MI_00009,Mid Market,2023-12-01,churn,Comercial4 Brasil3,0.0
MI_00009,Mid Market,2024-01-01,churn,Comercial4 Brasil3,0.0
MI_00009,Mid Market,2024-02-01,churn,Comercial4 Brasil3,0.0
MI_00009,Mid Market,2024-03-01,churn,Comercial4 Brasil3,0.0
MI_00009,Mid Market,2024-04-01,churn,Comercial4 Brasil3,0.0
MI_00009,Mid Market,2024-05-01,churn,Comercial4 Brasil3,0.0
MI_00009,Mid Market,2024-06-01,churn,Comercial4 Brasil3,0.0
MI_00009,Mid Market,2024-07-01,ativo,Comercial4 Brasil3,22687.336957543834
MI_00009,Mid Market,2024-08-01,ativo,Comercial4 Brasil3,32365.89926692772
MI_00009,Mid Market,2024-09-01,ativo,Comercial4 Brasil3,23312.646461263474
MI_00009,Mid Market,2024-10-01,ativo,Comercial4 Brasil3,33415.67704148047
MI_00009,Mid Market,2024-11-01,ativo,Comercial4 Brasil3,26250.477095889626
MI_00009,Mid Market,2024-12-01,ativo,Comercial4 Brasil3,35656.35871527283
MI_00010,Mid Market,2023-01-01,churn,Top4 Digital2,0.0
MI_00010,Mid Market,2023-02-01,churn,Top4 Digital2,0.0
MI_00010,Mid Market,2023-03-01,churn,Top4 Digital2,0.0
MI_00010,Mid Market,2023-04-01,churn,Top4 Digital2,0.0
MI_00010,Mid Market,2023-05-01,churn,Top4 Digital2,0.0
MI_00010,Mid Market,2023-06-01,churn,Top4 Digital2,0.0
MI_00010,Mid Market,2023-07-01,churn,Top4 Digital2,0.0
MI_00010,Mid Market,2023-08-01,churn,Top4 Digital2,0.0
MI_00010,Mid Market,2023-09-01,churn,Top4 Digital2,0.0
MI_00010,Mid Market,2023-10-01,churn,Top4 Digital2,0.0
MI_00010,Mid Market,2023-11-01,churn,Top4 Digital2,0.0
MI_00010,Mid Market,2023-12-01,churn,Top4 Digital2,0.0
MI_00010,Mid Market,2024-01-01,churn,Top4 Digital2,0.0
MI_00010,Mid Market,2024-02-01,churn,Top4 Digital2,0.0
MI_00010,Mid Market,2024-03-01,churn,Top4 Digital2,0.0
MI_00010,Mid Market,2024-04-01,churn,Top4 Digital2,0.0
MI_00010,Mid Market,2024-05-01,churn,Top4 Digital2,0.0
MI_00010,Mid Market,2024-06-01,churn,Top4 Digital2,0.0
MI_00010,Mid Market,2024-07-01,churn,Top4 Digital2,0.0
MI_00010,Mid Market,2024-08-01,ativo,Top4 Digital2,34535.37741275019
MI_00010,Mid Market,2024-09-01,ativo,Top4 Digital2,23656.637821899483
MI_00010,Mid Market,2024-10-01,ativo,Top4 Digital2,28586.796856387253
MI_00010,Mid Market,2024-11-01,ativo,Top4 Digital2,36675.465590231
MI_00010,Mid Market,2024-12-01,ativo,Top4 Digital2,29751.111539597197
MI_00011,Mid Market,2023-01-01,churn,Super5 Mais,0.0
MI_00011,Mid Market,2023-02-01,churn,Super5 Mais,0.0
MI_00011,Mid Market,2023-03-01,ativo,Super5 Mais,24663.104582760472
MI_00011,Mid Market,2023-04-01,ativo,Super5 Mais,22249.531431398842
MI_00011,Mid Market,2023-05-01,ativo,Super5 Mais,20384.020738256542
MI_00011,Mid Market,2023-06-01,ativo,Super5 Mais,19798.90463735204
MI_00011,Mid Market,2023-07-01,ativo,Super5 Mais,19253.826247060115
MI_00011,Mid Market,2023-08-01,ativo,Super5 Mais,26059.848726743036
MI_00011,Mid Market,2023-09-01,ativo,Super5 Mais,22146.34508009641
MI_00011,Mid Market,2023-10-01,ativo,Super5 Mais,24047.858787182897
MI_00011,Mid Market,2023-11-01,ativo,Super5 Mais,24254.397147840475
MI_00011,Mid Market,2023-12-01,ativo,Super5 Mais,25740.196666584452
MI_00011,Mid Market,2024-01-01,ativo,Super5 Mais,29826.842270918267
MI_00011,Mid Market,2024-02-01,ativo,Super5 Mais,31818.178537265725
MI_00011,Mid Market,2024-03-01,ativo,Super5 Mais,24881.533155310655
MI_00011,Mid Market,2024-04-01,ativo,Super5 Mais,30864.924836627066
MI_00011,Mid Market,2024-05-01,ativo,Super5 Mais,30521.896362737498
MI_00011,Mid Market,2024-06-01,ativo,Super5 Mais,28398.331291674156
MI_00011,Mid Market,2024-07-01,ativo,Super5 Mais,34171.09069373125
MI_00011,Mid Market,2024-08-01,ativo,Super5 Mais,24028.444241162215
MI_00011,Mid Market,2024-09-01,ativo,Super5 Mais,23089.44301748587
MI_00011,Mid Market,2024-10-01,ativo,Super5 Mais,34285.96777956811
MI_00011,Mid Market,2024-11-01,ativo,Super5 Mais,28665.692941542362
MI_00011,Mid Market,2024-12-01,ativo,Super5 Mais,35204.53281310591
MI_00012,Mid Market,2023-01-01,churn,Mundo5 Mais3,0.0
MI_00012,Mid Market,2023-02-01,churn,Mundo5 Mais3,0.0
MI_00012,Mid Market,2023-03-01,churn,Mundo5 Mais3,0.0
MI_00012,Mid Market,2023-04-01,churn,Mundo5 Mais3,0.0
MI_00012,Mid Market,2023-05-01,churn,Mundo5 Mais3,0.0
MI_00012,Mid Market,2023-06-01,churn,Mundo5 Mais3,0.0
MI_00012,Mid Market,2023-07-01,churn,Mundo5 Mais3,0.0
MI_00012,Mid Market,2023-08-01,churn,Mundo5 Mais3,0.0
MI_00012,Mid Market,2023-09-01,churn,Mundo5 Mais3,0.0
MI_00012,Mid Market,2023-10-01,churn,Mundo5 Mais3,0.0
MI_00012,Mid Market,2023-11-01,churn,Mundo5 Mais3,0.0
MI_00012,Mid Market,2023-12-01,churn,Mundo5 Mais3,0.0
MI_00012,Mid Market,2024-01-01,churn,Mundo5 Mais3,0.0
MI_00012,Mid Market,2024-02-01,churn,Mundo5 Mais3,0.0
MI_00012,Mid Market,2024-03-01,churn,Mundo5 Mais3,0.0
MI_00012,Mid Market,2024-04-01,churn,Mundo5 Mais3,0.0
MI_00012,Mid Market,2024-05-01,churn,Mundo5 Mais3,0.0
MI_00012,Mid Market,2024-06-01,churn,Mundo5 Mais3,0.0
MI_00012,Mid Market,2024-07-01,churn,Mundo5 Mais3,0.0
MI_00012,Mid Market,2024-08-01,churn,Mundo5 Mais3,0.0
MI_00012,Mid Market,2024-09-01,churn,Mundo5 Mais3,0.0
MI_00012,Mid Market,2024-10-01,churn,Mundo5 Mais3,0.0
MI_00012,Mid Market,2024-11-01,churn,Mundo5 Mais3,0.0
MI_00012,Mid Market,2024-12-01,ativo,Mundo5 Mais3,35896.35307793123
MI_00013,Mid Market,2023-01-01,churn,Mega1 Shop4,0.0
MI_00013,Mid Market,2023-02-01,churn,Mega1 Shop4,0.0
MI_00013,Mid Market,2023-03-01,churn,Mega1 Shop4,0.0
MI_00013,Mid Market,2023-04-01,churn,Mega1 Shop4,0.0
MI_00013,Mid Market,2023-05-01,churn,Mega1 Shop4,0.0
MI_00013,Mid Market,2023-06-01,churn,Mega1 Shop4,0.0
MI_00013,Mid Market,2023-07-01,churn,Mega1 Shop4,0.0
MI_00013,Mid Market,2023-08-01,churn,Mega1 Shop4,0.0
MI_00013,Mid Market,2023-09-01,churn,Mega1 Shop4,0.0
MI_00013,Mid Market,2023-10-01,churn,Mega1 Shop4,0.0
MI_00013,Mid Market,2023-11-01,churn,Mega1 Shop4,0.0
MI_00013,Mid Market,2023-12-01,churn,Mega1 Shop4,0.0
MI_00013,Mid Market,2024-01-01,churn,Mega1 Shop4,0.0
MI_00013,Mid Market,2024-02-01,churn,Mega1 Shop4,0.0
MI_00013,Mid Market,2024-03-01,churn,Mega1 Shop4,0.0
MI_00013,Mid Market,2024-04-01,churn,Mega1 Shop4,0.0
MI_00013,Mid Market,2024-05-01,churn,Mega1 Shop4,0.0
MI_00013,Mid Market,2024-06-01,churn,Mega1 Shop4,0.0
MI_00013,Mid Market,2024-07-01,churn,Mega1 Shop4,0.0
MI_00013,Mid Market,2024-08-01,churn,Mega1 Shop4,0.0
MI_00013,Mid Market,2024-09-01,churn,Mega1 Shop4,0.0
MI_00013,Mid Market,2024-10-01,ativo,Mega1 Shop4,22757.53451575604
MI_00013,Mid Market,2024-11-01,ativo,Mega1 Shop4,35233.82693109829
MI_00013,Mid Market,2024-12-01,ativo,Mega1 Shop4,29224.785830541332
MI_00014,Mid Market,2023-01-01,churn,Top1 Mix5,0.0
MI_00014,Mid Market,2023-02-01,churn,Top1 Mix5,0.0
MI_00014,Mid Market,2023-03-01,churn,Top1 Mix5,0.0
MI_00014,Mid Market,2023-04-01,churn,Top1 Mix5,0.0
MI_00014,Mid Market,2023-05-01,churn,Top1 Mix5,0.0
MI_00014,Mid Market,2023-06-01,churn,Top1 Mix5,0.0
MI_00014,Mid Market,2023-07-01,churn,Top1 Mix5,0.0
MI_00014,Mid Market,2023-08-01,churn,Top1 Mix5,0.0
MI_00014,Mid Market,2023-09-01,churn,Top1 Mix5,0.0
MI_00014,Mid Market,2023-10-01,churn,Top1 Mix5,0.0
MI_00014,Mid Market,2023-11-01,ativo,Top1 Mix5,24474.830300921087
MI_00014,Mid Market,2023-12-01,ativo,Top1 Mix5,26351.25502876369
MI_00014,Mid Market,2024-01-01,ativo,Top1 Mix5,30593.519823988056
MI_00014,Mid Market,2024-02-01,ativo,Top1 Mix5,19484.315124207842
MI_00014,Mid Market,2024-03-01,ativo,Top1 Mix5,25784.914804145443
MI_00014,Mid Market,2024-04-01,ativo,Top1 Mix5,29011.096649622657
MI_00014,Mid Market,2024-05-01,ativo,Top1 Mix5,29958.224212454385
MI_00014,Mid Market,2024-06-01,ativo,Top1 Mix5,30028.16156235604
MI_00014,Mid Market,2024-07-01,ativo,Top1 Mix5,22739.96701785213
MI_00014,Mid Market,2024-08-01,ativo,Top1 Mix5,25426.242009599842
MI_00014,Mid Market,2024-09-01,ativo,Top1 Mix5,26668.527103809323
MI_00014,Mid Market,2024-10-01,ativo,Top1 Mix5,33564.62889446236
MI_00014,Mid Market,2024-11-01,ativo,Top1 Mix5,26294.71115743252
MI_00014,Mid Market,2024-12-01,ativo,Top1 Mix5,25660.57445800805
MI_00015,Mid Market,2023-01-01,churn,Casa2 Express2,0.0
MI_00015,Mid Market,2023-02-01,churn,Casa2 Express2,0.0
MI_00015,Mid Market,2023-03-01,churn,Casa2 Express2,0.0
MI_00015,Mid Market,2023-04-01,churn,Casa2 Express2,0.0
MI_00015,Mid Market,2023-05-01,churn,Casa2 Express2,0.0
MI_00015,Mid Market,2023-06-01,churn,Casa2 Express2,0.0
MI_00015,Mid Market,2023-07-01,churn,Casa2 Express2,0.0
MI_00015,Mid Market,2023-08-01,churn,Casa2 Express2,0.0
MI_00015,Mid Market,2023-09-01,churn,Casa2 Express2,0.0
MI_00015,Mid Market,2023-10-01,ativo,Casa2 Express2,29382.53066241202
MI_00015,Mid Market,2023-11-01,ativo,Casa2 Express2,18368.77042746832
MI_00015,Mid Market,2023-12-01,ativo,Casa2 Express2,30951.25842910277
MI_00015,Mid Market,2024-01-01,ativo,Casa2 Express2,27446.877246462816
MI_00015,Mid Market,2024-02-01,ativo,Casa2 Express2,29865.149710325626
MI_00015,Mid Market,2024-03-01,ativo,Casa2 Express2,23408.079082776432
MI_00015,Mid Market,2024-04-01,ativo,Casa2 Express2,20081.13737775884
MI_00015,Mid Market,2024-05-01,ativo,Casa2 Express2,30162.589163220622
MI_00015,Mid Market,2024-06-01,ativo,Casa2 Express2,31967.63252413969
MI_00015,Mid Market,2024-07-01,ativo,Casa2 Express2,31171.84183587505
MI_00015,Mid Market,2024-08-01,ativo,Casa2 Express2,23214.18884229446
MI_00015,Mid Market,2024-09-01,ativo,Casa2 Express2,32331.79192803477
MI_00015,Mid Market,2024-10-01,ativo,Casa2 Express2,33047.35356548086
MI_00015,Mid Market,2024-11-01,ativo,Casa2 Express2,31908.859796861678
MI_00015,Mid Market,2024-12-01,ativo,Casa2 Express2,33991.738991933795
MI_00016,Mid Market,2023-01-01,churn,Top2 Mais,0.0
MI_00016,Mid Market,2023-02-01,churn,Top2 Mais,0.0
MI_00016,Mid Market,2023-03-01,churn,Top2 Mais,0.0
MI_00016,Mid Market,2023-04-01,churn,Top2 Mais,0.0
MI_00016,Mid Market,2023-05-01,churn,Top2 Mais,0.0
MI_00016,Mid Market,2023-06-01,churn,Top2 Mais,0.0
MI_00016,Mid Market,2023-07-01,churn,Top2 Mais,0.0
MI_00016,Mid Market,2023-08-01,churn,Top2 Mais,0.0
MI_00016,Mid Market,2023-09-01,churn,Top2 Mais,0.0
MI_00016,Mid Market,2023-10-01,ativo,Top2 Mais,28049.06069179897
MI_00016,Mid Market,2023-11-01,ativo,Top2 Mais,25730.83269506471
MI_00016,Mid Market,2023-12-01,ativo,Top2 Mais,19684.884499189502
MI_00016,Mid Market,2024-01-01,ativo,Top2 Mais,25061.39412189092
MI_00016,Mid Market,2024-02-01,ativo,Top2 Mais,20235.06755339667
